SubBlock,BlockID,parameter,R0,R1,param_mask,reg_mask,defval_mask,param_minbit,reg_id
ch,11,probe_pa,100,7,1,1,0,0,0
ch,11,probe_toa,100,7,1,128,0,0,0
ch,11,probe_tot,100,7,1,64,0,0,0
ch,11,sel_trig_toa,97,7,1,2,0,0,0
ch,11,sel_trig_tot,100,7,1,16,0,0,0
ch,11,sign_dac,110,7,1,64,0,0,0
ch,11,trim_inv,99,7,63,252,0,0,0
ch,11,trim_toa,97,7,63,252,0,0,0
ch,11,trim_tot,98,7,63,252,0,0,0
ch,12,Adc_pedestal,140,7,255,255,0,0,0
ch,12,Channel_off,132,7,1,8,0,0,0
ch,12,DAC_CAL_CTDC_TOA,134,7,63,63,0,0,0
ch,12,DAC_CAL_CTDC_TOT,133,7,63,63,0,0,0
ch,12,DAC_CAL_FTDC_TOA,136,7,63,63,0,0,0
ch,12,DAC_CAL_FTDC_TOT,135,7,63,63,0,0,0
ch,12,DIS_TDC,138,7,1,128,0,0,0
ch,12,ExtData,139,7,768,3,0,8,0
ch,12,ExtData,141,7,255,255,0,0,1
ch,12,Gain_conv,128,7,3,192,0,0,0
ch,12,Gain_conv,142,7,4,128,0,2,1
ch,12,HZ_inv,134,7,1,128,0,0,0
ch,12,HZ_noinv,134,7,1,64,0,0,0
ch,12,HighRange,132,7,1,4,0,0,0
ch,12,IN_FTDC_ENCODER_TOA,137,7,63,63,0,0,0
ch,12,IN_FTDC_ENCODER_TOT,138,7,63,63,0,0,0
ch,12,Inputdac,128,7,63,63,0,0,0
ch,12,LowRange,132,7,1,2,0,0,0
ch,12,dacb,142,7,63,63,0,0,0
ch,12,mask_AlignBuffer,139,7,1,128,0,0,0
ch,12,mask_adc,133,7,1,128,0,0,0
ch,12,mask_toa,129,7,1,1,0,0,0
ch,12,mask_tot,132,7,1,32,0,0,0
ch,12,probe_inv,131,7,1,1,0,0,0
ch,12,probe_noinv,131,7,1,2,0,0,0
ch,12,probe_pa,132,7,1,1,0,0,0
ch,12,probe_toa,132,7,1,128,0,0,0
ch,12,probe_tot,132,7,1,64,0,0,0
ch,12,sel_trig_toa,129,7,1,2,0,0,0
ch,12,sel_trig_tot,132,7,1,16,0,0,0
ch,12,sign_dac,142,7,1,64,0,0,0
ch,12,trim_inv,131,7,63,252,0,0,0
ch,12,trim_toa,129,7,63,252,0,0,0
ch,12,trim_tot,130,7,63,252,0,0,0
ch,13,Adc_pedestal,172,7,255,255,0,0,0
ch,13,Channel_off,164,7,1,8,0,0,0
ch,13,DAC_CAL_CTDC_TOA,166,7,63,63,0,0,0
ch,13,DAC_CAL_CTDC_TOT,165,7,63,63,0,0,0
ch,13,DAC_CAL_FTDC_TOA,168,7,63,63,0,0,0
ch,13,DAC_CAL_FTDC_TOT,167,7,63,63,0,0,0
ch,13,DIS_TDC,170,7,1,128,0,0,0
ch,13,ExtData,171,7,768,3,0,8,0
ch,13,ExtData,173,7,255,255,0,0,1
ch,13,Gain_conv,160,7,3,192,0,0,0
ch,13,Gain_conv,174,7,4,128,0,2,1
ch,13,HZ_inv,166,7,1,128,0,0,0
ch,13,HZ_noinv,166,7,1,64,0,0,0
ch,13,HighRange,164,7,1,4,0,0,0
ch,13,IN_FTDC_ENCODER_TOA,169,7,63,63,0,0,0
ch,13,IN_FTDC_ENCODER_TOT,170,7,63,63,0,0,0
ch,13,Inputdac,160,7,63,63,0,0,0
ch,13,LowRange,164,7,1,2,0,0,0
ch,13,dacb,174,7,63,63,0,0,0
ch,13,mask_AlignBuffer,171,7,1,128,0,0,0
ch,13,mask_adc,165,7,1,128,0,0,0
ch,13,mask_toa,161,7,1,1,0,0,0
ch,13,mask_tot,164,7,1,32,0,0,0
ch,13,probe_inv,163,7,1,1,0,0,0
ch,13,probe_noinv,163,7,1,2,0,0,0
ch,13,probe_pa,164,7,1,1,0,0,0
ch,13,probe_toa,164,7,1,128,0,0,0
ch,13,probe_tot,164,7,1,64,0,0,0
ch,13,sel_trig_toa,161,7,1,2,0,0,0
ch,13,sel_trig_tot,164,7,1,16,0,0,0
ch,13,sign_dac,174,7,1,64,0,0,0
ch,13,trim_inv,163,7,63,252,0,0,0
ch,13,trim_toa,161,7,63,252,0,0,0
ch,13,trim_tot,162,7,63,252,0,0,0
ch,14,Adc_pedestal,204,7,255,255,0,0,0
ch,14,Channel_off,196,7,1,8,0,0,0
ch,14,DAC_CAL_CTDC_TOA,198,7,63,63,0,0,0
ch,14,DAC_CAL_CTDC_TOT,197,7,63,63,0,0,0
ch,14,DAC_CAL_FTDC_TOA,200,7,63,63,0,0,0
ch,14,DAC_CAL_FTDC_TOT,199,7,63,63,0,0,0
ch,14,DIS_TDC,202,7,1,128,0,0,0
ch,14,ExtData,203,7,768,3,0,8,0
ch,14,ExtData,205,7,255,255,0,0,1
ch,14,Gain_conv,192,7,3,192,0,0,0
ch,14,Gain_conv,206,7,4,128,0,2,1
ch,14,HZ_inv,198,7,1,128,0,0,0
ch,14,HZ_noinv,198,7,1,64,0,0,0
ch,14,HighRange,196,7,1,4,0,0,0
ch,14,IN_FTDC_ENCODER_TOA,201,7,63,63,0,0,0
ch,14,IN_FTDC_ENCODER_TOT,202,7,63,63,0,0,0
ch,14,Inputdac,192,7,63,63,0,0,0
ch,14,LowRange,196,7,1,2,0,0,0
ch,14,dacb,206,7,63,63,0,0,0
ch,14,mask_AlignBuffer,203,7,1,128,0,0,0
ch,14,mask_adc,197,7,1,128,0,0,0
ch,14,mask_toa,193,7,1,1,0,0,0
ch,14,mask_tot,196,7,1,32,0,0,0
ch,14,probe_inv,195,7,1,1,0,0,0
ch,14,probe_noinv,195,7,1,2,0,0,0
ch,14,probe_pa,196,7,1,1,0,0,0
ch,14,probe_toa,196,7,1,128,0,0,0
ch,14,probe_tot,196,7,1,64,0,0,0
ch,14,sel_trig_toa,193,7,1,2,0,0,0
ch,14,sel_trig_tot,196,7,1,16,0,0,0
ch,14,sign_dac,206,7,1,64,0,0,0
ch,14,trim_inv,195,7,63,252,0,0,0
ch,14,trim_toa,193,7,63,252,0,0,0
ch,14,trim_tot,194,7,63,252,0,0,0
ch,15,Adc_pedestal,236,7,255,255,0,0,0
ch,15,Channel_off,228,7,1,8,0,0,0
ch,15,DAC_CAL_CTDC_TOA,230,7,63,63,0,0,0
ch,15,DAC_CAL_CTDC_TOT,229,7,63,63,0,0,0
ch,15,DAC_CAL_FTDC_TOA,232,7,63,63,0,0,0
ch,15,DAC_CAL_FTDC_TOT,231,7,63,63,0,0,0
ch,15,DIS_TDC,234,7,1,128,0,0,0
ch,15,ExtData,235,7,768,3,0,8,0
ch,15,ExtData,237,7,255,255,0,0,1
ch,15,Gain_conv,224,7,3,192,0,0,0
ch,15,Gain_conv,238,7,4,128,0,2,1
ch,15,HZ_inv,230,7,1,128,0,0,0
ch,15,HZ_noinv,230,7,1,64,0,0,0
ch,15,HighRange,228,7,1,4,0,0,0
ch,15,IN_FTDC_ENCODER_TOA,233,7,63,63,0,0,0
ch,15,IN_FTDC_ENCODER_TOT,234,7,63,63,0,0,0
ch,15,Inputdac,224,7,63,63,0,0,0
ch,15,LowRange,228,7,1,2,0,0,0
ch,15,dacb,238,7,63,63,0,0,0
ch,15,mask_AlignBuffer,235,7,1,128,0,0,0
ch,15,mask_adc,229,7,1,128,0,0,0
ch,15,mask_toa,225,7,1,1,0,0,0
ch,15,mask_tot,228,7,1,32,0,0,0
ch,15,probe_inv,227,7,1,1,0,0,0
ch,15,probe_noinv,227,7,1,2,0,0,0
ch,15,probe_pa,228,7,1,1,0,0,0
ch,15,probe_toa,228,7,1,128,0,0,0
ch,15,probe_tot,228,7,1,64,0,0,0
ch,15,sel_trig_toa,225,7,1,2,0,0,0
ch,15,sel_trig_tot,228,7,1,16,0,0,0
ch,15,sign_dac,238,7,1,64,0,0,0
ch,15,trim_inv,227,7,63,252,0,0,0
ch,15,trim_toa,225,7,63,252,0,0,0
ch,15,trim_tot,226,7,63,252,0,0,0
ch,16,Adc_pedestal,12,8,255,255,0,0,0
ch,16,Channel_off,4,8,1,8,0,0,0
ch,16,DAC_CAL_CTDC_TOA,6,8,63,63,0,0,0
ch,16,DAC_CAL_CTDC_TOT,5,8,63,63,0,0,0
ch,16,DAC_CAL_FTDC_TOA,8,8,63,63,0,0,0
ch,16,DAC_CAL_FTDC_TOT,7,8,63,63,0,0,0
ch,16,DIS_TDC,10,8,1,128,0,0,0
ch,16,ExtData,11,8,768,3,0,8,0
ch,16,ExtData,13,8,255,255,0,0,1
ch,16,Gain_conv,0,8,3,192,0,0,0
ch,16,Gain_conv,14,8,4,128,0,2,1
ch,16,HZ_inv,6,8,1,128,0,0,0
ch,16,HZ_noinv,6,8,1,64,0,0,0
ch,16,HighRange,4,8,1,4,0,0,0
ch,16,IN_FTDC_ENCODER_TOA,9,8,63,63,0,0,0
ch,16,IN_FTDC_ENCODER_TOT,10,8,63,63,0,0,0
ch,16,Inputdac,0,8,63,63,0,0,0
ch,16,LowRange,4,8,1,2,0,0,0
ch,16,dacb,14,8,63,63,0,0,0
ch,16,mask_AlignBuffer,11,8,1,128,0,0,0
ch,16,mask_adc,5,8,1,128,0,0,0
ch,16,mask_toa,1,8,1,1,0,0,0
ch,16,mask_tot,4,8,1,32,0,0,0
ch,16,probe_inv,3,8,1,1,0,0,0
ch,16,probe_noinv,3,8,1,2,0,0,0
ch,16,probe_pa,4,8,1,1,0,0,0
ch,16,probe_toa,4,8,1,128,0,0,0
ch,16,probe_tot,4,8,1,64,0,0,0
ch,16,sel_trig_toa,1,8,1,2,0,0,0
ch,16,sel_trig_tot,4,8,1,16,0,0,0
ch,16,sign_dac,14,8,1,64,0,0,0
ch,16,trim_inv,3,8,63,252,0,0,0
ch,16,trim_toa,1,8,63,252,0,0,0
ch,16,trim_tot,2,8,63,252,0,0,0
ch,17,Adc_pedestal,44,8,255,255,0,0,0
ch,17,Channel_off,36,8,1,8,0,0,0
ch,17,DAC_CAL_CTDC_TOA,38,8,63,63,0,0,0
ch,17,DAC_CAL_CTDC_TOT,37,8,63,63,0,0,0
ch,17,DAC_CAL_FTDC_TOA,40,8,63,63,0,0,0
ch,17,DAC_CAL_FTDC_TOT,39,8,63,63,0,0,0
ch,17,DIS_TDC,42,8,1,128,0,0,0
ch,17,ExtData,43,8,768,3,0,8,0
ch,17,ExtData,45,8,255,255,0,0,1
ch,17,Gain_conv,32,8,3,192,0,0,0
ch,17,Gain_conv,46,8,4,128,0,2,1
ch,17,HZ_inv,38,8,1,128,0,0,0
ch,17,HZ_noinv,38,8,1,64,0,0,0
ch,17,HighRange,36,8,1,4,0,0,0
ch,17,IN_FTDC_ENCODER_TOA,41,8,63,63,0,0,0
ch,17,IN_FTDC_ENCODER_TOT,42,8,63,63,0,0,0
ch,17,Inputdac,32,8,63,63,0,0,0
ch,17,LowRange,36,8,1,2,0,0,0
ch,17,dacb,46,8,63,63,0,0,0
ch,17,mask_AlignBuffer,43,8,1,128,0,0,0
ch,17,mask_adc,37,8,1,128,0,0,0
ch,17,mask_toa,33,8,1,1,0,0,0
ch,17,mask_tot,36,8,1,32,0,0,0
ch,17,probe_inv,35,8,1,1,0,0,0
ch,17,probe_noinv,35,8,1,2,0,0,0
ch,17,probe_pa,36,8,1,1,0,0,0
ch,17,probe_toa,36,8,1,128,0,0,0
ch,17,probe_tot,36,8,1,64,0,0,0
ch,17,sel_trig_toa,33,8,1,2,0,0,0
ch,17,sel_trig_tot,36,8,1,16,0,0,0
ch,17,sign_dac,46,8,1,64,0,0,0
ch,17,trim_inv,35,8,63,252,0,0,0
ch,17,trim_toa,33,8,63,252,0,0,0
ch,17,trim_tot,34,8,63,252,0,0,0
ch,18,Adc_pedestal,76,8,255,255,0,0,0
ch,18,Channel_off,68,8,1,8,0,0,0
ch,18,DAC_CAL_CTDC_TOA,70,8,63,63,0,0,0
ch,18,DAC_CAL_CTDC_TOT,69,8,63,63,0,0,0
ch,18,DAC_CAL_FTDC_TOA,72,8,63,63,0,0,0
ch,18,DAC_CAL_FTDC_TOT,71,8,63,63,0,0,0
ch,18,DIS_TDC,74,8,1,128,0,0,0
ch,18,ExtData,75,8,768,3,0,8,0
ch,18,ExtData,77,8,255,255,0,0,1
ch,18,Gain_conv,64,8,3,192,0,0,0
ch,18,Gain_conv,78,8,4,128,0,2,1
ch,18,HZ_inv,70,8,1,128,0,0,0
ch,18,HZ_noinv,70,8,1,64,0,0,0
ch,18,HighRange,68,8,1,4,0,0,0
ch,18,IN_FTDC_ENCODER_TOA,73,8,63,63,0,0,0
ch,18,IN_FTDC_ENCODER_TOT,74,8,63,63,0,0,0
ch,18,Inputdac,64,8,63,63,0,0,0
ch,18,LowRange,68,8,1,2,0,0,0
ch,18,dacb,78,8,63,63,0,0,0
ch,18,mask_AlignBuffer,75,8,1,128,0,0,0
ch,18,mask_adc,69,8,1,128,0,0,0
ch,18,mask_toa,65,8,1,1,0,0,0
ch,18,mask_tot,68,8,1,32,0,0,0
ch,18,probe_inv,67,8,1,1,0,0,0
ch,18,probe_noinv,67,8,1,2,0,0,0
ch,18,probe_pa,68,8,1,1,0,0,0
ch,18,probe_toa,68,8,1,128,0,0,0
ch,18,probe_tot,68,8,1,64,0,0,0
ch,18,sel_trig_toa,65,8,1,2,0,0,0
ch,18,sel_trig_tot,68,8,1,16,0,0,0
ch,18,sign_dac,78,8,1,64,0,0,0
ch,18,trim_inv,67,8,63,252,0,0,0
ch,18,trim_toa,65,8,63,252,0,0,0
ch,18,trim_tot,66,8,63,252,0,0,0
ch,19,Adc_pedestal,108,8,255,255,0,0,0
ch,19,Channel_off,100,8,1,8,0,0,0
ch,19,DAC_CAL_CTDC_TOA,102,8,63,63,0,0,0
ch,19,DAC_CAL_CTDC_TOT,101,8,63,63,0,0,0
ch,19,DAC_CAL_FTDC_TOA,104,8,63,63,0,0,0
ch,19,DAC_CAL_FTDC_TOT,103,8,63,63,0,0,0
ch,19,DIS_TDC,106,8,1,128,0,0,0
ch,19,ExtData,107,8,768,3,0,8,0
ch,19,ExtData,109,8,255,255,0,0,1
ch,19,Gain_conv,96,8,3,192,0,0,0
ch,19,Gain_conv,110,8,4,128,0,2,1
ch,19,HZ_inv,102,8,1,128,0,0,0
ch,19,HZ_noinv,102,8,1,64,0,0,0
ch,19,HighRange,100,8,1,4,0,0,0
ch,19,IN_FTDC_ENCODER_TOA,105,8,63,63,0,0,0
ch,19,IN_FTDC_ENCODER_TOT,106,8,63,63,0,0,0
ch,19,Inputdac,96,8,63,63,0,0,0
ch,19,LowRange,100,8,1,2,0,0,0
ch,19,dacb,110,8,63,63,0,0,0
ch,19,mask_AlignBuffer,107,8,1,128,0,0,0
ch,19,mask_adc,101,8,1,128,0,0,0
ch,19,mask_toa,97,8,1,1,0,0,0
ch,19,mask_tot,100,8,1,32,0,0,0
ch,19,probe_inv,99,8,1,1,0,0,0
ch,19,probe_noinv,99,8,1,2,0,0,0
ch,19,probe_pa,100,8,1,1,0,0,0
ch,19,probe_toa,100,8,1,128,0,0,0
ch,19,probe_tot,100,8,1,64,0,0,0
ch,19,sel_trig_toa,97,8,1,2,0,0,0
ch,19,sel_trig_tot,100,8,1,16,0,0,0
ch,19,sign_dac,110,8,1,64,0,0,0
ch,19,trim_inv,99,8,63,252,0,0,0
ch,19,trim_toa,97,8,63,252,0,0,0
ch,19,trim_tot,98,8,63,252,0,0,0
ch,20,Adc_pedestal,140,8,255,255,0,0,0
ch,20,Channel_off,132,8,1,8,0,0,0
ch,20,DAC_CAL_CTDC_TOA,134,8,63,63,0,0,0
ch,20,DAC_CAL_CTDC_TOT,133,8,63,63,0,0,0
ch,20,DAC_CAL_FTDC_TOA,136,8,63,63,0,0,0
ch,20,DAC_CAL_FTDC_TOT,135,8,63,63,0,0,0
ch,20,DIS_TDC,138,8,1,128,0,0,0
ch,20,ExtData,139,8,768,3,0,8,0
ch,20,ExtData,141,8,255,255,0,0,1
ch,20,Gain_conv,128,8,3,192,0,0,0
ch,20,Gain_conv,142,8,4,128,0,2,1
ch,20,HZ_inv,134,8,1,128,0,0,0
ch,20,HZ_noinv,134,8,1,64,0,0,0
ch,20,HighRange,132,8,1,4,0,0,0
ch,20,IN_FTDC_ENCODER_TOA,137,8,63,63,0,0,0
ch,20,IN_FTDC_ENCODER_TOT,138,8,63,63,0,0,0
ch,20,Inputdac,128,8,63,63,0,0,0
ch,20,LowRange,132,8,1,2,0,0,0
ch,20,dacb,142,8,63,63,0,0,0
ch,20,mask_AlignBuffer,139,8,1,128,0,0,0
ch,20,mask_adc,133,8,1,128,0,0,0
ch,20,mask_toa,129,8,1,1,0,0,0
ch,20,mask_tot,132,8,1,32,0,0,0
ch,20,probe_inv,131,8,1,1,0,0,0
ch,20,probe_noinv,131,8,1,2,0,0,0
ch,20,probe_pa,132,8,1,1,0,0,0
ch,20,probe_toa,132,8,1,128,0,0,0
ch,20,probe_tot,132,8,1,64,0,0,0
ch,20,sel_trig_toa,129,8,1,2,0,0,0
ch,20,sel_trig_tot,132,8,1,16,0,0,0
ch,20,sign_dac,142,8,1,64,0,0,0
ch,20,trim_inv,131,8,63,252,0,0,0
ch,20,trim_toa,129,8,63,252,0,0,0
ch,20,trim_tot,130,8,63,252,0,0,0
ch,21,Adc_pedestal,172,8,255,255,0,0,0
ch,21,Channel_off,164,8,1,8,0,0,0
ch,21,DAC_CAL_CTDC_TOA,166,8,63,63,0,0,0
ch,21,DAC_CAL_CTDC_TOT,165,8,63,63,0,0,0
ch,21,DAC_CAL_FTDC_TOA,168,8,63,63,0,0,0
ch,21,DAC_CAL_FTDC_TOT,167,8,63,63,0,0,0
ch,21,DIS_TDC,170,8,1,128,0,0,0
ch,21,ExtData,171,8,768,3,0,8,0
ch,21,ExtData,173,8,255,255,0,0,1
ch,21,Gain_conv,160,8,3,192,0,0,0
ch,21,Gain_conv,174,8,4,128,0,2,1
ch,21,HZ_inv,166,8,1,128,0,0,0
ch,21,HZ_noinv,166,8,1,64,0,0,0
ch,21,HighRange,164,8,1,4,0,0,0
ch,21,IN_FTDC_ENCODER_TOA,169,8,63,63,0,0,0
ch,21,IN_FTDC_ENCODER_TOT,170,8,63,63,0,0,0
ch,21,Inputdac,160,8,63,63,0,0,0
ch,21,LowRange,164,8,1,2,0,0,0
ch,21,dacb,174,8,63,63,0,0,0
ch,21,mask_AlignBuffer,171,8,1,128,0,0,0
ch,21,mask_adc,165,8,1,128,0,0,0
ch,21,mask_toa,161,8,1,1,0,0,0
ch,21,mask_tot,164,8,1,32,0,0,0
ch,21,probe_inv,163,8,1,1,0,0,0
ch,21,probe_noinv,163,8,1,2,0,0,0
ch,21,probe_pa,164,8,1,1,0,0,0
ch,21,probe_toa,164,8,1,128,0,0,0
ch,21,probe_tot,164,8,1,64,0,0,0
ch,21,sel_trig_toa,161,8,1,2,0,0,0
ch,21,sel_trig_tot,164,8,1,16,0,0,0
ch,21,sign_dac,174,8,1,64,0,0,0
ch,21,trim_inv,163,8,63,252,0,0,0
ch,21,trim_toa,161,8,63,252,0,0,0
ch,21,trim_tot,162,8,63,252,0,0,0
ch,22,Adc_pedestal,204,8,255,255,0,0,0
ch,22,Channel_off,196,8,1,8,0,0,0
ch,22,DAC_CAL_CTDC_TOA,198,8,63,63,0,0,0
ch,22,DAC_CAL_CTDC_TOT,197,8,63,63,0,0,0
ch,22,DAC_CAL_FTDC_TOA,200,8,63,63,0,0,0
ch,22,DAC_CAL_FTDC_TOT,199,8,63,63,0,0,0
ch,22,DIS_TDC,202,8,1,128,0,0,0
ch,22,ExtData,203,8,768,3,0,8,0
ch,22,ExtData,205,8,255,255,0,0,1
ch,22,Gain_conv,192,8,3,192,0,0,0
ch,22,Gain_conv,206,8,4,128,0,2,1
ch,22,HZ_inv,198,8,1,128,0,0,0
ch,22,HZ_noinv,198,8,1,64,0,0,0
ch,22,HighRange,196,8,1,4,0,0,0
ch,22,IN_FTDC_ENCODER_TOA,201,8,63,63,0,0,0
ch,22,IN_FTDC_ENCODER_TOT,202,8,63,63,0,0,0
ch,22,Inputdac,192,8,63,63,0,0,0
ch,22,LowRange,196,8,1,2,0,0,0
ch,22,dacb,206,8,63,63,0,0,0
ch,22,mask_AlignBuffer,203,8,1,128,0,0,0
ch,22,mask_adc,197,8,1,128,0,0,0
ch,22,mask_toa,193,8,1,1,0,0,0
ch,22,mask_tot,196,8,1,32,0,0,0
ch,22,probe_inv,195,8,1,1,0,0,0
ch,22,probe_noinv,195,8,1,2,0,0,0
ch,22,probe_pa,196,8,1,1,0,0,0
ch,22,probe_toa,196,8,1,128,0,0,0
ch,22,probe_tot,196,8,1,64,0,0,0
ch,22,sel_trig_toa,193,8,1,2,0,0,0
ch,22,sel_trig_tot,196,8,1,16,0,0,0
ch,22,sign_dac,206,8,1,64,0,0,0
ch,22,trim_inv,195,8,63,252,0,0,0
ch,22,trim_toa,193,8,63,252,0,0,0
ch,22,trim_tot,194,8,63,252,0,0,0
ch,23,Adc_pedestal,236,8,255,255,0,0,0
ch,23,Channel_off,228,8,1,8,0,0,0
ch,23,DAC_CAL_CTDC_TOA,230,8,63,63,0,0,0
ch,23,DAC_CAL_CTDC_TOT,229,8,63,63,0,0,0
ch,23,DAC_CAL_FTDC_TOA,232,8,63,63,0,0,0
ch,23,DAC_CAL_FTDC_TOT,231,8,63,63,0,0,0
ch,23,DIS_TDC,234,8,1,128,0,0,0
ch,23,ExtData,235,8,768,3,0,8,0
ch,23,ExtData,237,8,255,255,0,0,1
ch,23,Gain_conv,224,8,3,192,0,0,0
ch,23,Gain_conv,238,8,4,128,0,2,1
ch,23,HZ_inv,230,8,1,128,0,0,0
ch,23,HZ_noinv,230,8,1,64,0,0,0
ch,23,HighRange,228,8,1,4,0,0,0
ch,23,IN_FTDC_ENCODER_TOA,233,8,63,63,0,0,0
ch,23,IN_FTDC_ENCODER_TOT,234,8,63,63,0,0,0
ch,23,Inputdac,224,8,63,63,0,0,0
ch,23,LowRange,228,8,1,2,0,0,0
ch,23,dacb,238,8,63,63,0,0,0
ch,23,mask_AlignBuffer,235,8,1,128,0,0,0
ch,23,mask_adc,229,8,1,128,0,0,0
ch,23,mask_toa,225,8,1,1,0,0,0
ch,23,mask_tot,228,8,1,32,0,0,0
ch,23,probe_inv,227,8,1,1,0,0,0
ch,23,probe_noinv,227,8,1,2,0,0,0
ch,23,probe_pa,228,8,1,1,0,0,0
ch,23,probe_toa,228,8,1,128,0,0,0
ch,23,probe_tot,228,8,1,64,0,0,0
ch,23,sel_trig_toa,225,8,1,2,0,0,0
ch,23,sel_trig_tot,228,8,1,16,0,0,0
ch,23,sign_dac,238,8,1,64,0,0,0
ch,23,trim_inv,227,8,63,252,0,0,0
ch,23,trim_toa,225,8,63,252,0,0,0
ch,23,trim_tot,226,8,63,252,0,0,0
ch,24,Adc_pedestal,12,9,255,255,0,0,0
ch,24,Channel_off,4,9,1,8,0,0,0
ch,24,DAC_CAL_CTDC_TOA,6,9,63,63,0,0,0
ch,24,DAC_CAL_CTDC_TOT,5,9,63,63,0,0,0
ch,24,DAC_CAL_FTDC_TOA,8,9,63,63,0,0,0
ch,24,DAC_CAL_FTDC_TOT,7,9,63,63,0,0,0
ch,24,DIS_TDC,10,9,1,128,0,0,0
ch,24,ExtData,11,9,768,3,0,8,0
ch,24,ExtData,13,9,255,255,0,0,1
ch,24,Gain_conv,0,9,3,192,0,0,0
ch,24,Gain_conv,14,9,4,128,0,2,1
ch,24,HZ_inv,6,9,1,128,0,0,0
ch,24,HZ_noinv,6,9,1,64,0,0,0
ch,24,HighRange,4,9,1,4,0,0,0
ch,24,IN_FTDC_ENCODER_TOA,9,9,63,63,0,0,0
ch,24,IN_FTDC_ENCODER_TOT,10,9,63,63,0,0,0
ch,24,Inputdac,0,9,63,63,0,0,0
ch,24,LowRange,4,9,1,2,0,0,0
ch,24,dacb,14,9,63,63,0,0,0
ch,24,mask_AlignBuffer,11,9,1,128,0,0,0
ch,24,mask_adc,5,9,1,128,0,0,0
ch,24,mask_toa,1,9,1,1,0,0,0
ch,24,mask_tot,4,9,1,32,0,0,0
ch,24,probe_inv,3,9,1,1,0,0,0
ch,24,probe_noinv,3,9,1,2,0,0,0
ch,24,probe_pa,4,9,1,1,0,0,0
ch,24,probe_toa,4,9,1,128,0,0,0
ch,24,probe_tot,4,9,1,64,0,0,0
ch,24,sel_trig_toa,1,9,1,2,0,0,0
ch,24,sel_trig_tot,4,9,1,16,0,0,0
ch,24,sign_dac,14,9,1,64,0,0,0
ch,24,trim_inv,3,9,63,252,0,0,0
ch,24,trim_toa,1,9,63,252,0,0,0
ch,24,trim_tot,2,9,63,252,0,0,0
ch,25,Adc_pedestal,44,9,255,255,0,0,0
ch,25,Channel_off,36,9,1,8,0,0,0
ch,25,DAC_CAL_CTDC_TOA,38,9,63,63,0,0,0
ch,25,DAC_CAL_CTDC_TOT,37,9,63,63,0,0,0
ch,25,DAC_CAL_FTDC_TOA,40,9,63,63,0,0,0
ch,25,DAC_CAL_FTDC_TOT,39,9,63,63,0,0,0
ch,25,DIS_TDC,42,9,1,128,0,0,0
ch,25,ExtData,43,9,768,3,0,8,0
ch,25,ExtData,45,9,255,255,0,0,1
ch,25,Gain_conv,32,9,3,192,0,0,0
ch,25,Gain_conv,46,9,4,128,0,2,1
ch,25,HZ_inv,38,9,1,128,0,0,0
ch,25,HZ_noinv,38,9,1,64,0,0,0
ch,25,HighRange,36,9,1,4,0,0,0
ch,25,IN_FTDC_ENCODER_TOA,41,9,63,63,0,0,0
ch,25,IN_FTDC_ENCODER_TOT,42,9,63,63,0,0,0
ch,25,Inputdac,32,9,63,63,0,0,0
ch,25,LowRange,36,9,1,2,0,0,0
ch,25,dacb,46,9,63,63,0,0,0
ch,25,mask_AlignBuffer,43,9,1,128,0,0,0
ch,25,mask_adc,37,9,1,128,0,0,0
ch,25,mask_toa,33,9,1,1,0,0,0
ch,25,mask_tot,36,9,1,32,0,0,0
ch,25,probe_inv,35,9,1,1,0,0,0
ch,25,probe_noinv,35,9,1,2,0,0,0
ch,25,probe_pa,36,9,1,1,0,0,0
ch,25,probe_toa,36,9,1,128,0,0,0
ch,25,probe_tot,36,9,1,64,0,0,0
ch,25,sel_trig_toa,33,9,1,2,0,0,0
ch,25,sel_trig_tot,36,9,1,16,0,0,0
ch,25,sign_dac,46,9,1,64,0,0,0
ch,25,trim_inv,35,9,63,252,0,0,0
ch,25,trim_toa,33,9,63,252,0,0,0
ch,25,trim_tot,34,9,63,252,0,0,0
ch,26,Adc_pedestal,76,9,255,255,0,0,0
ch,26,Channel_off,68,9,1,8,0,0,0
ch,26,DAC_CAL_CTDC_TOA,70,9,63,63,0,0,0
ch,26,DAC_CAL_CTDC_TOT,69,9,63,63,0,0,0
ch,26,DAC_CAL_FTDC_TOA,72,9,63,63,0,0,0
ch,26,DAC_CAL_FTDC_TOT,71,9,63,63,0,0,0
ch,26,DIS_TDC,74,9,1,128,0,0,0
ch,26,ExtData,75,9,768,3,0,8,0
ch,26,ExtData,77,9,255,255,0,0,1
ch,26,Gain_conv,64,9,3,192,0,0,0
ch,26,Gain_conv,78,9,4,128,0,2,1
ch,26,HZ_inv,70,9,1,128,0,0,0
ch,26,HZ_noinv,70,9,1,64,0,0,0
ch,26,HighRange,68,9,1,4,0,0,0
ch,26,IN_FTDC_ENCODER_TOA,73,9,63,63,0,0,0
ch,26,IN_FTDC_ENCODER_TOT,74,9,63,63,0,0,0
ch,26,Inputdac,64,9,63,63,0,0,0
ch,26,LowRange,68,9,1,2,0,0,0
ch,26,dacb,78,9,63,63,0,0,0
ch,26,mask_AlignBuffer,75,9,1,128,0,0,0
ch,26,mask_adc,69,9,1,128,0,0,0
ch,26,mask_toa,65,9,1,1,0,0,0
